,model,superposition_ratio,masking_ratio,log_likelihood
468,mlm_100epochs,0.5,0.30000000000000004,-406948.0625
469,mlm_100epochs,0.5,0.35000000000000003,-396205.59375
470,mlm_100epochs,0.5,0.4,-390384.25
471,mlm_100epochs,0.5,0.45,-382333.4375
472,mlm_100epochs,0.5,0.5,-430607.84375
473,mlm_100epochs,0.5,0.55,-422846.125
474,mlm_100epochs,0.5,0.6000000000000001,-441250.75
475,mlm_100epochs,0.5,0.65,-476581.3125
476,mlm_100epochs,0.5,0.7000000000000001,-497593.5
477,mlm_100epochs,0.5,0.75,-526737.75
478,mlm_100epochs,0.5,0.8,-553227.125
479,mlm_100epochs,0.5,0.8500000000000001,-573208.75
480,mlm_100epochs,0.5,0.9,-606732.625
481,mlm_100epochs,0.5,0.9500000000000001,-625231.5625
482,mlm_100epochs,0.5,1.0,-650288.4375
483,mlm_100epochs,0.75,0.0,-444372.625
484,mlm_100epochs,0.75,0.05,-438843.6875
485,mlm_100epochs,0.75,0.1,-433927.75
486,mlm_100epochs,0.75,0.15000000000000002,-447326.5
487,mlm_100epochs,0.75,0.2,-456309.125
488,mlm_100epochs,0.75,0.25,-469551.25
489,mlm_100epochs,0.75,0.30000000000000004,-488671.625
490,mlm_100epochs,0.75,0.35000000000000003,-493310.5625
491,mlm_100epochs,0.75,0.4,-508711.0625
492,mlm_100epochs,0.75,0.45,-522130.84375
493,mlm_100epochs,0.75,0.5,-537391.625
494,mlm_100epochs,0.75,0.55,-555261.25
495,mlm_100epochs,0.75,0.6000000000000001,-567410.875
496,mlm_100epochs,0.75,0.65,-582341.875
497,mlm_100epochs,0.75,0.7000000000000001,-597119.875
498,mlm_100epochs,0.75,0.75,-547644.3125
499,mlm_100epochs,0.75,0.8,-522649.5
500,mlm_100epochs,0.75,0.8500000000000001,-499848.9375
501,mlm_100epochs,0.75,0.9,-542100.125
502,mlm_100epochs,0.75,0.9500000000000001,-593501.5
503,mlm_100epochs,0.75,1.0,-650288.4375
504,mlm_100epochs,1.0,0.0,-650288.4375
505,mlm_100epochs,1.0,0.05,-650288.4375
506,mlm_100epochs,1.0,0.1,-650288.4375
507,mlm_100epochs,1.0,0.15000000000000002,-650288.4375
508,mlm_100epochs,1.0,0.2,-650288.4375
509,mlm_100epochs,1.0,0.25,-650288.4375
510,mlm_100epochs,1.0,0.30000000000000004,-650288.4375
511,mlm_100epochs,1.0,0.35000000000000003,-650288.4375
512,mlm_100epochs,1.0,0.4,-650288.4375
513,mlm_100epochs,1.0,0.45,-650288.4375
514,mlm_100epochs,1.0,0.5,-650288.4375
515,mlm_100epochs,1.0,0.55,-650288.4375
516,mlm_100epochs,1.0,0.6000000000000001,-650288.4375
517,mlm_100epochs,1.0,0.65,-650288.4375
518,mlm_100epochs,1.0,0.7000000000000001,-650288.4375
519,mlm_100epochs,1.0,0.75,-650288.4375
520,mlm_100epochs,1.0,0.8,-650288.4375
521,mlm_100epochs,1.0,0.8500000000000001,-650288.4375
522,mlm_100epochs,1.0,0.9,-650288.4375
523,mlm_100epochs,1.0,0.9500000000000001,-650288.4375
524,mlm_100epochs,1.0,1.0,-650288.4375
525,mlm_150epochs,0.0,0.0,0.0
526,mlm_150epochs,0.0,0.05,-437.62322998046875
527,mlm_150epochs,0.0,0.1,-1462.137451171875
528,mlm_150epochs,0.0,0.15000000000000002,-3145.53955078125
529,mlm_150epochs,0.0,0.2,-6908.91796875
530,mlm_150epochs,0.0,0.25,-12265.0546875
531,mlm_150epochs,0.0,0.30000000000000004,-18869.43359375
532,mlm_150epochs,0.0,0.35000000000000003,-32681.529296875
533,mlm_150epochs,0.0,0.4,-51192.859375
534,mlm_150epochs,0.0,0.45,-72515.6875
535,mlm_150epochs,0.0,0.5,-103363.8125
536,mlm_150epochs,0.0,0.55,-145885.5625
537,mlm_150epochs,0.0,0.6000000000000001,-192103.75
538,mlm_150epochs,0.0,0.65,-252257.34375
539,mlm_150epochs,0.0,0.7000000000000001,-313985.3125
540,mlm_150epochs,0.0,0.75,-376280.3125
541,mlm_150epochs,0.0,0.8,-439477.25
542,mlm_150epochs,0.0,0.8500000000000001,-495250.625
543,mlm_150epochs,0.0,0.9,-518019.1875
544,mlm_150epochs,0.0,0.9500000000000001,-335095.5
545,mlm_150epochs,0.0,1.0,-606633.875
546,mlm_150epochs,0.25,0.0,-407088.1875
547,mlm_150epochs,0.25,0.05,-417244.25
548,mlm_150epochs,0.25,0.1,-427017.65625
549,mlm_150epochs,0.25,0.15000000000000002,-437088.9375
550,mlm_150epochs,0.25,0.2,-448439.3125
551,mlm_150epochs,0.25,0.25,-457027.0
552,mlm_150epochs,0.25,0.30000000000000004,-467166.25
553,mlm_150epochs,0.25,0.35000000000000003,-476912.0625
554,mlm_150epochs,0.25,0.4,-487399.21875
555,mlm_150epochs,0.25,0.45,-496514.125
556,mlm_150epochs,0.25,0.5,-506979.875
557,mlm_150epochs,0.25,0.55,-517725.25
558,mlm_150epochs,0.25,0.6000000000000001,-527368.5625
559,mlm_150epochs,0.25,0.65,-537872.0
560,mlm_150epochs,0.25,0.7000000000000001,-547102.125
561,mlm_150epochs,0.25,0.75,-557029.5
562,mlm_150epochs,0.25,0.8,-566967.25
563,mlm_150epochs,0.25,0.8500000000000001,-577589.3125
564,mlm_150epochs,0.25,0.9,-587567.125
565,mlm_150epochs,0.25,0.9500000000000001,-597073.125
566,mlm_150epochs,0.25,1.0,-606633.875
567,mlm_150epochs,0.5,0.0,-503590.25
568,mlm_150epochs,0.5,0.05,-508694.8125
569,mlm_150epochs,0.5,0.1,-514148.0625
570,mlm_150epochs,0.5,0.15000000000000002,-518907.40625
571,mlm_150epochs,0.5,0.2,-524385.5
572,mlm_150epochs,0.5,0.25,-529815.875
573,mlm_150epochs,0.5,0.30000000000000004,-534325.375
574,mlm_150epochs,0.5,0.35000000000000003,-540351.3125
575,mlm_150epochs,0.5,0.4,-545792.25
576,mlm_150epochs,0.5,0.45,-550347.25
577,mlm_150epochs,0.5,0.5,-556206.0
578,mlm_150epochs,0.5,0.55,-561050.9375
579,mlm_150epochs,0.5,0.6000000000000001,-566462.6875
580,mlm_150epochs,0.5,0.65,-571475.875
581,mlm_150epochs,0.5,0.7000000000000001,-576375.1875
582,mlm_150epochs,0.5,0.75,-581348.0625
583,mlm_150epochs,0.5,0.8,-586786.25
584,mlm_150epochs,0.5,0.8500000000000001,-592264.3125
585,mlm_150epochs,0.5,0.9,-596899.1875
586,mlm_150epochs,0.5,0.9500000000000001,-601964.875
587,mlm_150epochs,0.5,1.0,-606633.875
588,mlm_150epochs,0.75,0.0,-531222.1875
589,mlm_150epochs,0.75,0.05,-537276.4375
590,mlm_150epochs,0.75,0.1,-543240.4375
591,mlm_150epochs,0.75,0.15000000000000002,-549170.375
592,mlm_150epochs,0.75,0.2,-555602.25
593,mlm_150epochs,0.75,0.25,-560197.375
594,mlm_150epochs,0.75,0.30000000000000004,-565847.25
595,mlm_150epochs,0.75,0.35000000000000003,-570621.3125
596,mlm_150epochs,0.75,0.4,-576513.25
597,mlm_150epochs,0.75,0.45,-579726.25
598,mlm_150epochs,0.75,0.5,-583030.25
599,mlm_150epochs,0.75,0.55,-586280.125
600,mlm_150epochs,0.75,0.6000000000000001,-590089.1875
601,mlm_150epochs,0.75,0.65,-591710.75
602,mlm_150epochs,0.75,0.7000000000000001,-594553.375
603,mlm_150epochs,0.75,0.75,-598399.25
604,mlm_150epochs,0.75,0.8,-600608.625
605,mlm_150epochs,0.75,0.8500000000000001,-602631.875
606,mlm_150epochs,0.75,0.9,-604071.75
607,mlm_150epochs,0.75,0.9500000000000001,-606158.25
608,mlm_150epochs,0.75,1.0,-606633.875
609,mlm_150epochs,1.0,0.0,-606633.875
610,mlm_150epochs,1.0,0.05,-606633.875
611,mlm_150epochs,1.0,0.1,-606633.875
612,mlm_150epochs,1.0,0.15000000000000002,-606633.875
613,mlm_150epochs,1.0,0.2,-606633.875
614,mlm_150epochs,1.0,0.25,-606633.875
615,mlm_150epochs,1.0,0.30000000000000004,-606633.875
616,mlm_150epochs,1.0,0.35000000000000003,-606633.875
617,mlm_150epochs,1.0,0.4,-606633.875
618,mlm_150epochs,1.0,0.45,-606633.875
619,mlm_150epochs,1.0,0.5,-606633.875
620,mlm_150epochs,1.0,0.55,-606633.875
621,mlm_150epochs,1.0,0.6000000000000001,-606633.875
622,mlm_150epochs,1.0,0.65,-606633.875
623,mlm_150epochs,1.0,0.7000000000000001,-606633.875
624,mlm_150epochs,1.0,0.75,-606633.875
625,mlm_150epochs,1.0,0.8,-606633.875
626,mlm_150epochs,1.0,0.8500000000000001,-606633.875
627,mlm_150epochs,1.0,0.9,-606633.875
628,mlm_150epochs,1.0,0.9500000000000001,-606633.875
629,mlm_150epochs,1.0,1.0,-606633.875
630,slm_mixed_50epochs,0.0,0.0,0.0
631,slm_mixed_50epochs,0.0,0.05,-328.1663513183594
632,slm_mixed_50epochs,0.0,0.1,-889.19287109375
633,slm_mixed_50epochs,0.0,0.15000000000000002,-1362.340087890625
634,slm_mixed_50epochs,0.0,0.2,-2516.62255859375
635,slm_mixed_50epochs,0.0,0.25,-3534.861083984375
636,slm_mixed_50epochs,0.0,0.30000000000000004,-5253.1845703125
637,slm_mixed_50epochs,0.0,0.35000000000000003,-6582.93408203125
638,slm_mixed_50epochs,0.0,0.4,-9722.392578125
639,slm_mixed_50epochs,0.0,0.45,-12253.8671875
640,slm_mixed_50epochs,0.0,0.5,-15454.904296875
641,slm_mixed_50epochs,0.0,0.55,-19715.61328125
642,slm_mixed_50epochs,0.0,0.6000000000000001,-24732.8671875
643,slm_mixed_50epochs,0.0,0.65,-29430.306640625
644,slm_mixed_50epochs,0.0,0.7000000000000001,-37307.19921875
645,slm_mixed_50epochs,0.0,0.75,-45924.3046875
646,slm_mixed_50epochs,0.0,0.8,-56921.1015625
647,slm_mixed_50epochs,0.0,0.8500000000000001,-69747.75
648,slm_mixed_50epochs,0.0,0.9,-87906.90625
649,slm_mixed_50epochs,0.0,0.9500000000000001,-112313.1796875
650,slm_mixed_50epochs,0.0,1.0,-191884.09375
651,slm_mixed_50epochs,0.25,0.0,-39936.4609375
652,slm_mixed_50epochs,0.25,0.05,-41528.7578125
653,slm_mixed_50epochs,0.25,0.1,-43368.0078125
654,slm_mixed_50epochs,0.25,0.15000000000000002,-45104.5234375
655,slm_mixed_50epochs,0.25,0.2,-46196.0859375
656,slm_mixed_50epochs,0.25,0.25,-48575.984375
657,slm_mixed_50epochs,0.25,0.30000000000000004,-50999.25390625
658,slm_mixed_50epochs,0.25,0.35000000000000003,-53066.0859375
659,slm_mixed_50epochs,0.25,0.4,-55931.98046875
660,slm_mixed_50epochs,0.25,0.45,-58479.1015625
661,slm_mixed_50epochs,0.25,0.5,-60751.55078125
662,slm_mixed_50epochs,0.25,0.55,-66356.1171875
663,slm_mixed_50epochs,0.25,0.6000000000000001,-70206.5859375
664,slm_mixed_50epochs,0.25,0.65,-74184.578125
665,slm_mixed_50epochs,0.25,0.7000000000000001,-81240.625
666,slm_mixed_50epochs,0.25,0.75,-92004.921875
667,slm_mixed_50epochs,0.25,0.8,-103270.328125
668,slm_mixed_50epochs,0.25,0.8500000000000001,-119712.6875
669,slm_mixed_50epochs,0.25,0.9,-145503.5
670,slm_mixed_50epochs,0.25,0.9500000000000001,-174557.015625
671,slm_mixed_50epochs,0.25,1.0,-191884.09375
672,slm_mixed_50epochs,0.5,0.0,-72763.5625
673,slm_mixed_50epochs,0.5,0.05,-74046.234375
674,slm_mixed_50epochs,0.5,0.1,-76484.484375
675,slm_mixed_50epochs,0.5,0.15000000000000002,-78305.9375
676,slm_mixed_50epochs,0.5,0.2,-80131.609375
677,slm_mixed_50epochs,0.5,0.25,-82600.1171875
678,slm_mixed_50epochs,0.5,0.30000000000000004,-86631.9375
679,slm_mixed_50epochs,0.5,0.35000000000000003,-89717.1875
680,slm_mixed_50epochs,0.5,0.4,-95724.890625
681,slm_mixed_50epochs,0.5,0.45,-101218.5625
682,slm_mixed_50epochs,0.5,0.5,-110504.3125
683,slm_mixed_50epochs,0.5,0.55,-120841.9375
684,slm_mixed_50epochs,0.5,0.6000000000000001,-135050.71875
685,slm_mixed_50epochs,0.5,0.65,-149312.09375
686,slm_mixed_50epochs,0.5,0.7000000000000001,-160739.25
687,slm_mixed_50epochs,0.5,0.75,-170503.09375
688,slm_mixed_50epochs,0.5,0.8,-177445.65625
689,slm_mixed_50epochs,0.5,0.8500000000000001,-180861.4375
690,slm_mixed_50epochs,0.5,0.9,-186135.40625
691,slm_mixed_50epochs,0.5,0.9500000000000001,-188991.28125
692,slm_mixed_50epochs,0.5,1.0,-191884.09375
693,slm_mixed_50epochs,0.75,0.0,-167334.3125
694,slm_mixed_50epochs,0.75,0.05,-169046.0
695,slm_mixed_50epochs,0.75,0.1,-170948.484375
696,slm_mixed_50epochs,0.75,0.15000000000000002,-172174.875
697,slm_mixed_50epochs,0.75,0.2,-173235.34375
698,slm_mixed_50epochs,0.75,0.25,-174833.125
699,slm_mixed_50epochs,0.75,0.30000000000000004,-176131.25
700,slm_mixed_50epochs,0.75,0.35000000000000003,-177498.21875
701,slm_mixed_50epochs,0.75,0.4,-178433.734375
702,slm_mixed_50epochs,0.75,0.45,-180065.40625
703,slm_mixed_50epochs,0.75,0.5,-181118.0625
704,slm_mixed_50epochs,0.75,0.55,-182240.71875
705,slm_mixed_50epochs,0.75,0.6000000000000001,-183320.625
706,slm_mixed_50epochs,0.75,0.65,-184409.28125
707,slm_mixed_50epochs,0.75,0.7000000000000001,-185406.1875
708,slm_mixed_50epochs,0.75,0.75,-186653.109375
709,slm_mixed_50epochs,0.75,0.8,-187591.84375
710,slm_mixed_50epochs,0.75,0.8500000000000001,-188707.671875
711,slm_mixed_50epochs,0.75,0.9,-189686.078125
712,slm_mixed_50epochs,0.75,0.9500000000000001,-190799.53125
713,slm_mixed_50epochs,0.75,1.0,-191884.09375
714,slm_mixed_50epochs,1.0,0.0,-191884.09375
715,slm_mixed_50epochs,1.0,0.05,-191884.09375
716,slm_mixed_50epochs,1.0,0.1,-191884.09375
717,slm_mixed_50epochs,1.0,0.15000000000000002,-191884.09375
718,slm_mixed_50epochs,1.0,0.2,-191884.09375
719,slm_mixed_50epochs,1.0,0.25,-191884.09375
720,slm_mixed_50epochs,1.0,0.30000000000000004,-191884.09375
721,slm_mixed_50epochs,1.0,0.35000000000000003,-191884.09375
722,slm_mixed_50epochs,1.0,0.4,-191884.09375
723,slm_mixed_50epochs,1.0,0.45,-191884.09375
724,slm_mixed_50epochs,1.0,0.5,-191884.09375
725,slm_mixed_50epochs,1.0,0.55,-191884.09375
726,slm_mixed_50epochs,1.0,0.6000000000000001,-191884.09375
727,slm_mixed_50epochs,1.0,0.65,-191884.09375
728,slm_mixed_50epochs,1.0,0.7000000000000001,-191884.09375
729,slm_mixed_50epochs,1.0,0.75,-191884.09375
730,slm_mixed_50epochs,1.0,0.8,-191884.09375
731,slm_mixed_50epochs,1.0,0.8500000000000001,-191884.09375
732,slm_mixed_50epochs,1.0,0.9,-191884.09375
733,slm_mixed_50epochs,1.0,0.9500000000000001,-191884.09375
734,slm_mixed_50epochs,1.0,1.0,-191884.09375
735,slm_mixed_100epochs,0.0,0.0,0.0
736,slm_mixed_100epochs,0.0,0.05,-310.6302490234375
737,slm_mixed_100epochs,0.0,0.1,-801.3408203125
738,slm_mixed_100epochs,0.0,0.15000000000000002,-1281.97705078125
739,slm_mixed_100epochs,0.0,0.2,-2137.85107421875
740,slm_mixed_100epochs,0.0,0.25,-3376.01220703125
741,slm_mixed_100epochs,0.0,0.30000000000000004,-4834.90576171875
742,slm_mixed_100epochs,0.0,0.35000000000000003,-6500.1708984375
743,slm_mixed_100epochs,0.0,0.4,-9028.375
744,slm_mixed_100epochs,0.0,0.45,-11843.2265625
745,slm_mixed_100epochs,0.0,0.5,-15242.1875
746,slm_mixed_100epochs,0.0,0.55,-19328.1875
747,slm_mixed_100epochs,0.0,0.6000000000000001,-24339.875
748,slm_mixed_100epochs,0.0,0.65,-30405.33984375
749,slm_mixed_100epochs,0.0,0.7000000000000001,-37070.14453125
750,slm_mixed_100epochs,0.0,0.75,-44522.50390625
751,slm_mixed_100epochs,0.0,0.8,-55801.90234375
752,slm_mixed_100epochs,0.0,0.8500000000000001,-69440.265625
753,slm_mixed_100epochs,0.0,0.9,-86477.421875
754,slm_mixed_100epochs,0.0,0.9500000000000001,-111791.2578125
755,slm_mixed_100epochs,0.0,1.0,-190859.03125
756,slm_mixed_100epochs,0.25,0.0,-36369.33203125
757,slm_mixed_100epochs,0.25,0.05,-37739.37890625
758,slm_mixed_100epochs,0.25,0.1,-39069.234375
759,slm_mixed_100epochs,0.25,0.15000000000000002,-41247.171875
760,slm_mixed_100epochs,0.25,0.2,-43954.4609375
761,slm_mixed_100epochs,0.25,0.25,-45325.45703125
762,slm_mixed_100epochs,0.25,0.30000000000000004,-47680.515625
763,slm_mixed_100epochs,0.25,0.35000000000000003,-49873.7265625
764,slm_mixed_100epochs,0.25,0.4,-52285.9453125
765,slm_mixed_100epochs,0.25,0.45,-55704.6640625
766,slm_mixed_100epochs,0.25,0.5,-59388.96875
767,slm_mixed_100epochs,0.25,0.55,-63772.5
768,slm_mixed_100epochs,0.25,0.6000000000000001,-67802.21875
769,slm_mixed_100epochs,0.25,0.65,-74636.234375
770,slm_mixed_100epochs,0.25,0.7000000000000001,-81625.1875
771,slm_mixed_100epochs,0.25,0.75,-87851.1171875
772,slm_mixed_100epochs,0.25,0.8,-98881.859375
773,slm_mixed_100epochs,0.25,0.8500000000000001,-114349.65625
774,slm_mixed_100epochs,0.25,0.9,-143390.1875
775,slm_mixed_100epochs,0.25,0.9500000000000001,-175550.40625
776,slm_mixed_100epochs,0.25,1.0,-190859.03125
777,slm_mixed_100epochs,0.5,0.0,-68966.328125
778,slm_mixed_100epochs,0.5,0.05,-71075.5
779,slm_mixed_100epochs,0.5,0.1,-72272.734375
780,slm_mixed_100epochs,0.5,0.15000000000000002,-75006.953125
781,slm_mixed_100epochs,0.5,0.2,-76413.8671875
782,slm_mixed_100epochs,0.5,0.25,-81198.046875
783,slm_mixed_100epochs,0.5,0.30000000000000004,-83538.1171875
784,slm_mixed_100epochs,0.5,0.35000000000000003,-87822.984375
785,slm_mixed_100epochs,0.5,0.4,-90036.1015625
786,slm_mixed_100epochs,0.5,0.45,-95367.296875
787,slm_mixed_100epochs,0.5,0.5,-100420.84375
788,slm_mixed_100epochs,0.5,0.55,-108396.28125
789,slm_mixed_100epochs,0.5,0.6000000000000001,-120565.9296875
790,slm_mixed_100epochs,0.5,0.65,-130428.53125
791,slm_mixed_100epochs,0.5,0.7000000000000001,-148691.515625
792,slm_mixed_100epochs,0.5,0.75,-164276.90625
793,slm_mixed_100epochs,0.5,0.8,-182322.15625
794,slm_mixed_100epochs,0.5,0.8500000000000001,-193974.9375
795,slm_mixed_100epochs,0.5,0.9,-196296.203125
796,slm_mixed_100epochs,0.5,0.9500000000000001,-192689.125
797,slm_mixed_100epochs,0.5,1.0,-190859.03125
798,slm_mixed_100epochs,0.75,0.0,-139877.828125
799,slm_mixed_100epochs,0.75,0.05,-146995.03125
800,slm_mixed_100epochs,0.75,0.1,-154694.46875
801,slm_mixed_100epochs,0.75,0.15000000000000002,-162319.5625
802,slm_mixed_100epochs,0.75,0.2,-169459.03125
803,slm_mixed_100epochs,0.75,0.25,-175301.09375
804,slm_mixed_100epochs,0.75,0.30000000000000004,-180118.140625
805,slm_mixed_100epochs,0.75,0.35000000000000003,-184759.21875
806,slm_mixed_100epochs,0.75,0.4,-187356.8125
807,slm_mixed_100epochs,0.75,0.45,-187143.859375
808,slm_mixed_100epochs,0.75,0.5,-187346.34375
809,slm_mixed_100epochs,0.75,0.55,-187600.125
810,slm_mixed_100epochs,0.75,0.6000000000000001,-189031.25
811,slm_mixed_100epochs,0.75,0.65,-187800.640625
812,slm_mixed_100epochs,0.75,0.7000000000000001,-186357.625
813,slm_mixed_100epochs,0.75,0.75,-187086.140625
814,slm_mixed_100epochs,0.75,0.8,-188080.15625
815,slm_mixed_100epochs,0.75,0.8500000000000001,-187802.890625
816,slm_mixed_100epochs,0.75,0.9,-188546.96875
817,slm_mixed_100epochs,0.75,0.9500000000000001,-189823.796875
818,slm_mixed_100epochs,0.75,1.0,-190859.03125
819,slm_mixed_100epochs,1.0,0.0,-190859.03125
820,slm_mixed_100epochs,1.0,0.05,-190859.03125
821,slm_mixed_100epochs,1.0,0.1,-190859.03125
822,slm_mixed_100epochs,1.0,0.15000000000000002,-190859.03125
823,slm_mixed_100epochs,1.0,0.2,-190859.03125
824,slm_mixed_100epochs,1.0,0.25,-190859.03125
825,slm_mixed_100epochs,1.0,0.30000000000000004,-190859.03125
826,slm_mixed_100epochs,1.0,0.35000000000000003,-190859.03125
827,slm_mixed_100epochs,1.0,0.4,-190859.03125
828,slm_mixed_100epochs,1.0,0.45,-190859.03125
829,slm_mixed_100epochs,1.0,0.5,-190859.03125
830,slm_mixed_100epochs,1.0,0.55,-190859.03125
831,slm_mixed_100epochs,1.0,0.6000000000000001,-190859.03125
832,slm_mixed_100epochs,1.0,0.65,-190859.03125
833,slm_mixed_100epochs,1.0,0.7000000000000001,-190859.03125
834,slm_mixed_100epochs,1.0,0.75,-190859.03125
835,slm_mixed_100epochs,1.0,0.8,-190859.03125
836,slm_mixed_100epochs,1.0,0.8500000000000001,-190859.03125
837,slm_mixed_100epochs,1.0,0.9,-190859.03125
838,slm_mixed_100epochs,1.0,0.9500000000000001,-190859.03125
839,slm_mixed_100epochs,1.0,1.0,-190859.03125
840,slm_mixed_150epochs,0.0,0.0,0.0
841,slm_mixed_150epochs,0.0,0.05,-323.99755859375
842,slm_mixed_150epochs,0.0,0.1,-771.4570922851562
843,slm_mixed_150epochs,0.0,0.15000000000000002,-1510.101806640625
844,slm_mixed_150epochs,0.0,0.2,-1998.44580078125
845,slm_mixed_150epochs,0.0,0.25,-3210.54248046875
846,slm_mixed_150epochs,0.0,0.30000000000000004,-4503.599609375
847,slm_mixed_150epochs,0.0,0.35000000000000003,-6451.28076171875
848,slm_mixed_150epochs,0.0,0.4,-8839.78125
849,slm_mixed_150epochs,0.0,0.45,-11722.4736328125
850,slm_mixed_150epochs,0.0,0.5,-15243.94921875
851,slm_mixed_150epochs,0.0,0.55,-19014.76953125
852,slm_mixed_150epochs,0.0,0.6000000000000001,-24320.03515625
853,slm_mixed_150epochs,0.0,0.65,-29715.52734375
854,slm_mixed_150epochs,0.0,0.7000000000000001,-37058.015625
855,slm_mixed_150epochs,0.0,0.75,-44567.58203125
856,slm_mixed_150epochs,0.0,0.8,-56207.7421875
857,slm_mixed_150epochs,0.0,0.8500000000000001,-70150.75
858,slm_mixed_150epochs,0.0,0.9,-87917.703125
859,slm_mixed_150epochs,0.0,0.9500000000000001,-112526.546875
860,slm_mixed_150epochs,0.0,1.0,-190772.78125
861,slm_mixed_150epochs,0.25,0.0,-35197.2890625
862,slm_mixed_150epochs,0.25,0.05,-37029.15234375
863,slm_mixed_150epochs,0.25,0.1,-38404.296875
864,slm_mixed_150epochs,0.25,0.15000000000000002,-39950.9765625
865,slm_mixed_150epochs,0.25,0.2,-42987.1875
866,slm_mixed_150epochs,0.25,0.25,-44410.6796875
867,slm_mixed_150epochs,0.25,0.30000000000000004,-48205.2890625
868,slm_mixed_150epochs,0.25,0.35000000000000003,-48758.2109375
869,slm_mixed_150epochs,0.25,0.4,-52515.06640625
870,slm_mixed_150epochs,0.25,0.45,-56087.50390625
871,slm_mixed_150epochs,0.25,0.5,-59191.25390625
872,slm_mixed_150epochs,0.25,0.55,-63428.16796875
873,slm_mixed_150epochs,0.25,0.6000000000000001,-68254.9921875
874,slm_mixed_150epochs,0.25,0.65,-73208.1953125
875,slm_mixed_150epochs,0.25,0.7000000000000001,-80851.2890625
876,slm_mixed_150epochs,0.25,0.75,-88825.234375
877,slm_mixed_150epochs,0.25,0.8,-98737.234375
878,slm_mixed_150epochs,0.25,0.8500000000000001,-117909.515625
879,slm_mixed_150epochs,0.25,0.9,-138539.78125
880,slm_mixed_150epochs,0.25,0.9500000000000001,-172045.3125
881,slm_mixed_150epochs,0.25,1.0,-190772.78125
882,slm_mixed_150epochs,0.5,0.0,-64923.87109375
883,slm_mixed_150epochs,0.5,0.05,-67022.828125
884,slm_mixed_150epochs,0.5,0.1,-69293.2734375
885,slm_mixed_150epochs,0.5,0.15000000000000002,-70488.65625
886,slm_mixed_150epochs,0.5,0.2,-73648.2265625
887,slm_mixed_150epochs,0.5,0.25,-77050.34375
888,slm_mixed_150epochs,0.5,0.30000000000000004,-78539.3828125
889,slm_mixed_150epochs,0.5,0.35000000000000003,-81880.109375
890,slm_mixed_150epochs,0.5,0.4,-86261.6328125
891,slm_mixed_150epochs,0.5,0.45,-90065.234375
892,slm_mixed_150epochs,0.5,0.5,-96596.53125
893,slm_mixed_150epochs,0.5,0.55,-102073.875
894,slm_mixed_150epochs,0.5,0.6000000000000001,-110937.453125
895,slm_mixed_150epochs,0.5,0.65,-122810.84375
896,slm_mixed_150epochs,0.5,0.7000000000000001,-142893.765625
897,slm_mixed_150epochs,0.5,0.75,-154158.3125
898,slm_mixed_150epochs,0.5,0.8,-172777.078125
899,slm_mixed_150epochs,0.5,0.8500000000000001,-187112.09375
900,slm_mixed_150epochs,0.5,0.9,-196757.828125
901,slm_mixed_150epochs,0.5,0.9500000000000001,-190863.0625
902,slm_mixed_150epochs,0.5,1.0,-190772.78125
903,slm_mixed_150epochs,0.75,0.0,-125702.7734375
904,slm_mixed_150epochs,0.75,0.05,-132378.78125
905,slm_mixed_150epochs,0.75,0.1,-140870.515625
906,slm_mixed_150epochs,0.75,0.15000000000000002,-147765.109375
907,slm_mixed_150epochs,0.75,0.2,-158199.65625
908,slm_mixed_150epochs,0.75,0.25,-163561.65625
909,slm_mixed_150epochs,0.75,0.30000000000000004,-169868.03125
910,slm_mixed_150epochs,0.75,0.35000000000000003,-175237.078125
911,slm_mixed_150epochs,0.75,0.4,-180926.0625
912,slm_mixed_150epochs,0.75,0.45,-183493.03125
913,slm_mixed_150epochs,0.75,0.5,-187579.765625
914,slm_mixed_150epochs,0.75,0.55,-189304.140625
915,slm_mixed_150epochs,0.75,0.6000000000000001,-189714.140625
916,slm_mixed_150epochs,0.75,0.65,-190913.90625
917,slm_mixed_150epochs,0.75,0.7000000000000001,-190448.5
918,slm_mixed_150epochs,0.75,0.75,-190763.375
919,slm_mixed_150epochs,0.75,0.8,-189176.5
920,slm_mixed_150epochs,0.75,0.8500000000000001,-188457.46875
921,slm_mixed_150epochs,0.75,0.9,-188695.90625
922,slm_mixed_150epochs,0.75,0.9500000000000001,-189821.828125
923,slm_mixed_150epochs,0.75,1.0,-190772.78125
924,slm_mixed_150epochs,1.0,0.0,-190772.78125
925,slm_mixed_150epochs,1.0,0.05,-190772.78125
926,slm_mixed_150epochs,1.0,0.1,-190772.78125
927,slm_mixed_150epochs,1.0,0.15000000000000002,-190772.78125
928,slm_mixed_150epochs,1.0,0.2,-190772.78125
929,slm_mixed_150epochs,1.0,0.25,-190772.78125
930,slm_mixed_150epochs,1.0,0.30000000000000004,-190772.78125
931,slm_mixed_150epochs,1.0,0.35000000000000003,-190772.78125
932,slm_mixed_150epochs,1.0,0.4,-190772.78125
933,slm_mixed_150epochs,1.0,0.45,-190772.78125
934,slm_mixed_150epochs,1.0,0.5,-190772.78125
935,slm_mixed_150epochs,1.0,0.55,-190772.78125
936,slm_mixed_150epochs,1.0,0.6000000000000001,-190772.78125
937,slm_mixed_150epochs,1.0,0.65,-190772.78125
938,slm_mixed_150epochs,1.0,0.7000000000000001,-190772.78125
